SAMPLE,unsegmented_psm_area,intercept,std_error,t-value,p-value,mean,sd,sem,median,IQR,Date_of_imaging,Microscope,3:22985001,6:15880001,12:20650001,20:14055001,SUM_CAB_READS,SUM_KAGA_READS,TOTAL_READS,PROP_CAB_READS,PROP_KAGA_READS,SUM_GT_CAB,SUM_GT_HET,SUM_GT_KAGA,TOTAL_GT,PROP_CAB_GT,PROP_HET_GT,PROP_KAGA_GT
487,23156,64.1921609195402,0.549627230263824,116.792177288465,3.42814433013997e-39,65.19,1.55,0.29,65.18,2.56,5_4_21,DB,-1,0,-1,0,5892875,4051473,9944348,0.5925853560233411,0.4074146439766589,30523,50079,24563,105165,0.29023914800551515,0.4761945514191984,0.23356630057528646
488,22453,57.8234022988506,0.195984718837518,295.040361523234,1.88854077455436e-50,59.93,1.3,0.24,59.45,2.64,7_4_21,AU,-1,0,-1,0,6132481,2449065,8581546,0.7146126117601653,0.2853873882398346,34065,49830,18319,102214,0.333271371827734,0.48750660379204414,0.1792220243802219
489,22198,53.1467126436781,0.23102180285068,230.050635861539,1.99770642203756e-47,55.13,1.28,0.24,55.68,1.96,7_4_21,AU,-1,NA,-1,1,4247764,2330141,6577905,0.6457624426014058,0.35423755739859425,42585,41596,15791,99972,0.4259692713959909,0.4160765014203977,0.1579542271836114
490,22480,52.9392413793103,0.186704152729694,283.546137594242,5.74361759809457e-50,54.99,1.27,0.24,54.47,2.34,7_4_21,AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,58.3774252873563,0.175050587271745,333.4888856827,6.12264274586504e-52,59.36,0.72,0.13,58.99,1.13,7_4_21,AU,-1,0,-1,1,4856721,2459037,7315758,0.663871194208447,0.33612880579155296,29218,46057,24048,99323,0.29417154133483686,0.4637093120425279,0.24211914662263523
492,19686,52.5838620689655,0.183090807882183,287.200994289144,4.01324407198087e-50,55.1,1.51,0.28,54.62,3.24,7_4_21,AU,0,-1,NA,1,1431058,979058,2410116,0.5937714201308153,0.4062285798691847,25902,33630,14128,73660,0.35164268259571,0.45655715449361933,0.19180016291067065
493,24379,54.9578620689655,0.150163492512049,365.986839741063,4.53351495931384e-53,56.3,0.86,0.16,55.98,1.51,7_4_21,AU,-1,0,-1,1,5877611,2626805,8504416,0.6911245875084192,0.30887541249158085,43842,39861,17910,101613,0.431460541466151,0.3922824835404919,0.17625697499335716
494,24458,51.7948045977012,0.111620797913836,464.0246760974,5.89905289914214e-56,54.82,1.75,0.32,54.62,3.23,7_4_21,AU,NA,NA,NA,1,1633537,1191653,2825190,0.5782042977640441,0.4217957022359558,32385,31912,15806,80103,0.40429197408336764,0.3983870766388275,0.19732094927780483
495,NA,53.7677701149425,0.323759074238541,166.073399614824,1.82108700483518e-43,60.51,3.92,0.73,59.3,7.08,7_4_21,AU,1,NA,NA,1,5159543,4133764,9293307,0.5551891269706252,0.4448108730293748,22314,58559,21862,102735,0.21719959118119433,0.5700004866890543,0.2127999221297513
496,25101,65.516183908046,0.388237454744865,168.752867883653,1.16382605212981e-43,65.35,1.02,0.19,65.18,1.73,7_4_21,DB,0,0,-1,1,5078467,3313482,8391949,0.6051594212500576,0.39484057874994233,39678,40691,21844,102213,0.38818936925831354,0.3981000459824093,0.2137105847592772
497,22951,70.7769195402299,0.216134028838111,327.467728801018,1.01963329834528e-51,69.42,0.96,0.18,69.7,1.73,7_4_21,DB,0,0,-1,1,6012345,1842400,7854745,0.7654411441746358,0.23455885582536415,44446,41390,14729,100565,0.44196290956098044,0.4115746034902799,0.14646248694873962
498,25180,60.7394482758621,0.0994605915826019,610.688588408587,2.69960914929632e-59,62.17,0.85,0.16,61.86,1.42,7_4_21,DB,1,-1,0,1,4810059,3737346,8547405,0.5627507998041511,0.4372492001958489,33501,42154,27051,102706,0.3261834751621132,0.4104336650244387,0.2633828598134481
499,25415,60.732183908046,0.233842940341753,259.713565948529,6.70513575930346e-49,63.19,1.52,0.28,63.06,2.86,7_4_21,DB,-1,0,NA,1,3482964,2097797,5580761,0.6241019817906555,0.37589801820934454,29812,48439,15789,94040,0.3170140365801786,0.515089323692046,0.1678966397277754
500,23347,64.3859770114943,0.289741562483789,222.21864360622,5.26636809919046e-47,66.89,1.61,0.3,65.93,2.94,7_4_21,DB,0,NA,NA,NA,637712,567143,1204855,0.5292852666918426,0.47071473330815744,20192,25813,17710,63715,0.3169112453896257,0.405132229459311,0.27795652515106334
501,19669,63.9676781609195,1.24942797285169,51.1975716494643,3.26033995468194e-29,64.79,3.31,0.62,64.72,6.26,7_4_21,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,26300,56.6115632183908,0.374255594028922,151.264440990603,2.4824297316133702e-42,60.6,2.47,0.46,59.45,3.84,7_4_21,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,17534,59.2012413793103,0.175999298305872,336.372030736302,4.81155904417062e-52,61.56,1.42,0.26,61.71,1.13,7_4_21,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,18166,64.5877011494253,0.0438373247705999,1473.34951408216,5.27301382036037e-70,67.95,1.91,0.36,68.04,3.17,7_4_21,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,25101,63.0942988505747,0.104932782073703,601.283008071382,4.16899562075565e-59,63.14,0.28,0.05,63.22,0.31,14_4_21,AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,24797,53.8238850574713,0.249281917185136,215.915721706751,1.17817078520987e-46,56.94,1.88,0.35,56.13,2.86,14_4_21,AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,23253,54.8319658119658,0.059465942672323,922.073431411119,3.57756022646817e-58,56.92,1.19,0.23,56.88,2.11,14_4_21,AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,20910,54.4769195402299,0.159838733994138,340.824268179126,3.32985879859687e-52,55.45,0.69,0.13,55.08,1.36,14_4_21,AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,17942,57.2381149425287,0.282533422466688,202.588828050166,7.0057482063167e-46,55.4,1.28,0.24,54.77,1.96,14_4_21,AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,17871,56.976,0.141642755792704,402.251422468688,3.21919447780719e-54,58.24,0.81,0.15,57.94,1.5,14_4_21,AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,16412,59.7676551724138,0.259769211544524,230.079826693279,1.99062545903081e-47,61.38,1.14,0.21,61.11,1.73,14_4_21,AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,23230,57.2566436781609,0.167017872028632,342.8174660754,2.82835689487704e-52,61.08,2.22,0.41,60.65,3.84,14_4_21,AU,-1,-1,NA,1,4453724,1872383,6326107,0.7040228690409441,0.29597713095905587,43517,37922,19248,100687,0.43220078063702366,0.376632534488067,0.19116668487490937
513,25201,52.7067816091954,0.928058572005183,56.7925163336577,1.83544940607738e-30,56.94,3.42,0.64,57.19,6.03,14_4_21,AU,0,1,-1,1,4099341,2183109,6282450,0.6525067449800636,0.3474932550199365,28599,46143,26781,101523,0.2816997133654443,0.45450784551283946,0.26379244112171624
514,25203,55.3052183908046,0.10346626849431,534.524141980106,1.12469721097874e-57,57.16,1.09,0.2,56.88,2.26,14_4_21,AU,0,NA,-1,1,3326302,2267272,5593574,0.5946648779474447,0.4053351220525553,41286,35795,24591,101672,0.40607050121960814,0.3520634983082855,0.24186600047210638
515,29829,64.9306436781609,0.278740307918732,232.943143971455,1.40820706269489e-47,63.17,1.24,0.23,62.61,1.13,14_4_21,DB,-1,NA,NA,NA,3892510,1031830,4924340,0.790463290512028,0.20953670948797198,43079,36950,15632,95661,0.4503298104765788,0.3862598132990456,0.16341037622437565
516,21185,67.5430804597701,0.232143016020113,290.954609006709,2.79027008425727e-50,71.05,2.09,0.39,71.96,3.84,14_4_21,DB,0,0,-1,0,5342285,2091684,7433969,0.7186315950470065,0.2813684049529935,38548,51910,14060,104518,0.3688168545130982,0.49666086224382405,0.13452228324307774
517,24594,60.8468965517241,0.0677662042402033,897.89441852235,5.548619491424e-64,63.41,1.47,0.27,63.52,2.63,14_4_21,DB,0,0,-1,1,5450365,2423792,7874157,0.6921839379123378,0.3078160620876622,37149,48219,19570,104938,0.3540090339057348,0.45949989517619927,0.1864910709180659
518,28657,60.373724137931,0.168520480737731,358.257488191545,8.24037297491903e-53,63.7,1.94,0.36,63.37,4.07,14_4_21,DB,-1,1,NA,1,2820280,1315213,4135493,0.6819694773996716,0.31803052260032844,32799,42575,15056,90430,0.3627004312728077,0.47080614840207896,0.16649342032511336
519,28596,59.1236551724138,0.156905948953411,376.80951912135,2.00505136433956e-53,63.1,2.29,0.43,62.76,4.14,14_4_21,DB,-1,NA,-1,NA,3642636,1479967,5122603,0.7110908262849961,0.28890917371500385,32014,42070,23126,97210,0.32932825840962865,0.43277440592531635,0.23789733566505503
520,23968,65.6613793103448,0.250012825269983,262.632043933901,4.90428030201883e-49,69.99,2.54,0.47,69.25,4.14,14_4_21,DB,-1,1,-1,0,5059712,3312573,8372285,0.6043406310224747,0.39565936897752524,29600,45968,28247,103815,0.28512257380917977,0.44278765111014784,0.27208977508067234
521,26129,59.1893333333333,0.0941146644739058,628.906596694547,1.18540952160666e-59,60.8,0.94,0.18,61.11,1.73,17_4_21,DB,-1,1,-1,0,5037368,1816834,6854202,0.7349313603538384,0.26506863964616156,37867,44422,21630,103919,0.3643895726479277,0.4274675468393653,0.20814288051270702
522,22719,55.0747816091954,0.561600177782145,98.0676000258674,4.51746042500623e-37,58.87,2.61,0.49,57.49,5.13,17_4_21,DB,-1,-1,-1,0,5284258,2544566,7828824,0.6749746832985388,0.3250253167014612,40474,42038,22575,105087,0.38514754441557947,0.40003045095968104,0.2148220046247395
523,29258,59.0638095238095,0.188116821557678,313.974098832517,4.61590591875374e-48,59.77,0.62,0.12,59.9,0.6,17_4_21,DB,-1,NA,NA,0,3758359,1814480,5572839,0.6744065278038716,0.3255934721961284,42922,39780,16368,99070,0.43324921772484104,0.40153426869889974,0.16521651357625922
524,25731,58.2894252873563,0.0538256245174936,1082.93077525579,2.92238121046461e-66,60.09,1.03,0.19,60.05,1.73,18_4_21,DB,0,0,-1,1,4058003,1648844,5706847,0.7110761862022935,0.2889238137977065,35362,45932,20085,101379,0.34880991132285777,0.4530721352548358,0.1981179534223064
525,27353,62.2778390804598,0.11631140711917,535.440509430443,1.07203356711413e-57,65.39,1.79,0.33,65.33,2.94,18_4_21,DB,-1,0,NA,1,3966686,2467129,6433815,0.6165371556378292,0.3834628443621708,29368,47330,25376,102074,0.2877128357858025,0.46368321022003645,0.2486039539941611
526,21890,62.2749425287357,0.218641111392679,284.82723185984,5.06274705421413e-50,61.95,0.6,0.11,62.01,1.2,18_4_21,DB,-1,0,-1,1,6950574,2477154,9427728,0.7372480410974945,0.26275195890250547,49870,39172,17551,106593,0.4678543619187001,0.3674912986781496,0.1646543394031503
527,21781,61.6577011494253,0.0505942968019245,1218.66900118829,1.07098766795059e-67,62.32,0.4,0.07,62.31,0.6,18_4_21,DB,-1,0,-1,1,2807443,2340344,5147787,0.5453689128940261,0.4546310871059739,37390,31645,23116,92151,0.40574708901693957,0.34340376121800087,0.2508491497650595
528,22951,65.3616321839081,0.178832743373006,365.490295295521,4.70913407728283e-53,65.33,0.47,0.09,65.33,0.6,18_4_21,DB,-1,0,-1,0,4161836,1762680,5924516,0.7024769618311437,0.29752303816885634,38095,48391,13662,100148,0.3803870271997444,0.4831948715900467,0.1364181012102089
529,19238,60.4437931034483,0.33304877738221,181.486308337599,1.52080700988425e-44,62.7,1.55,0.29,62.16,2.64,18_4_21,DB,-1,0,-1,1,5723723,3173372,8897095,0.6433249279680615,0.3566750720319385,30299,54676,20462,105437,0.28736591519106197,0.5185655889298822,0.19406849587905575
530,28251,60.056091954023,0.223755458555243,268.400567037767,2.66978732124796e-49,63.33,1.95,0.36,63.06,3.92,18_4_21,DB,-1,-1,-1,1,4306533,2350267,6656800,0.646937417377719,0.35306258262228096,32970,44488,25751,103209,0.3194488852716333,0.43104767995039195,0.2495034347779748
531,21593,67.7449425287356,0.235355423409574,287.841008918853,3.77082185849709e-50,66.23,1.06,0.2,66.08,1.73,18_4_21,DB,-1,1,-1,0,5505438,2656119,8161557,0.6745573179235286,0.3254426820764714,48974,39501,16230,104705,0.46773315505467744,0.3772599207296691,0.1550069242156535
532,24400,61.4641609195402,0.228793156511644,268.645102225389,2.60259668831495e-49,69.49,4.6,0.85,69.09,8.81,19_4_21,AU,-1,0,-1,0,9752293,4193566,13945859,0.6992966872818662,0.3007033127181338,45535,44827,16129,106491,0.4275948202195491,0.4209463710548309,0.15145880872562
533,20532,58.7679540229885,0.165339302785325,355.438501511599,1.02799040400822e-52,62.47,2.15,0.4,62.91,2.64,19_4_21,AU,0,0,NA,0,5939395,3698551,9637946,0.6162511182361885,0.3837488817638115,35646,47692,22826,106164,0.3357635356618063,0.4492294939904299,0.21500697034776384
534,19481,60.0750574712644,0.14188114473407001,423.418189808547,7.66006599490292e-55,62.83,1.61,0.3,62.76,3.46,19_4_21,AU,0,-1,-1,1,6875122,2220734,9095856,0.7558521155128225,0.24414788448717745,54809,38326,12378,105513,0.5194525793030242,0.3632348620549127,0.11731255864206307
535,17457,50.7542988505747,0.605055894226805,83.8836532869961,3.53500151039412e-35,57.7,4.25,0.79,59.3,8.29,19_4_21,AU,1,-1,-1,1,6745127,2893640,9638767,0.6997914774783953,0.3002085225216047,44272,41996,19573,105841,0.4182878090720987,0.39678385502782476,0.18492833590007654
536,16029,57.5657471264368,0.150004924947855,383.759047554257,1.20209213946702e-53,59.89,1.38,0.26,59.9,1.13,19_4_21,AU,1,0,NA,1,6368724,4302163,10670887,0.5968317347939305,0.4031682652060696,48761,38589,19364,106714,0.4569316115973537,0.36161140993684054,0.1814569784658058
537,21967,66.6306436781609,0.158040292239903,421.605419313047,8.63769258014307e-55,71.85,2.99,0.56,72.26,5.19,19_4_21,AU,0,NA,NA,1,3035971,1975031,5011002,0.6058610633162789,0.39413893668372113,30075,53111,13990,97176,0.30948999753025436,0.5465444142586647,0.14396558821108094
538,23246,63.4183218390804,0.0766015160716068,827.899042883136,5.38381252828751e-63,64.55,0.68,0.13,64.72,1.21,19_4_21,AU,1,0,-1,1,3773573,3017264,6790837,0.5556859927575938,0.4443140072424062,27084,43054,33315,103453,0.2618000444646361,0.41616966158545426,0.3220302939499096
539,22327,55.3999770114942,0.148941383109986,371.958255353276,2.88183862441265e-53,57.28,1.13,0.21,56.88,1.73,20_4_21,AU,-1,NA,NA,1,4674872,2541573,7216445,0.6478081659321175,0.35219183406788246,36241,47651,20415,104307,0.3474455213935786,0.4568341530290393,0.19572032557738214
540,NA,54.5711954022989,0.335128734417264,162.836515636863,3.15822502080446e-43,59.89,3.15,0.58,61.1,5.58,20_4_21,AU,NA,-1,NA,NA,1931748,889359,2821107,0.6847482211770061,0.31525177882299393,36591,33690,11607,81888,0.4468420281359906,0.411415592028136,0.1417423798358734
541,20272,54.8970574712644,0.294748633820037,186.250422130141,7.36598891598878e-45,56.01,1,0.19,55.83,0.3,20_4_21,AU,-1,0,-1,1,1952582,2014591,3967173,0.4921847370911226,0.5078152629088775,25355,32930,30398,88683,0.28590597972553927,0.3713225759164665,0.3427714443579942
542,21503,58.0038620689656,0.398963092251512,145.38653623729,7.52036268083001e-42,60.47,1.75,0.32,59.9,3.54,20_4_21,AU,-1,0,-1,1,7176351,4314218,11490569,0.6245427010620623,0.3754572989379377,45062,45387,17144,107593,0.4188190681549915,0.42183971076185256,0.15934122108315596
543,19898,60.8283908045977,0.115953787757591,524.591666912712,1.90151542189172e-57,62.28,0.88,0.16,62.61,1.12,20_4_21,AU,1,1,-1,1,4171844,2724445,6896289,0.6049404252054982,0.3950595747945018,38943,33432,30755,103130,0.3776107825075148,0.3241733734121982,0.298215844080287
544,21869,56.7593563218391,0.0755720296262407,751.063013691122,8.23126210884743e-62,58.23,0.86,0.16,57.94,1.2,20_4_21,AU,1,NA,NA,1,8262104,2482583,10744687,0.7689478530179613,0.23105214698203866,53413,35867,17194,106474,0.5016529857054305,0.33686158123109866,0.1614854330634709
545,18924,54.8110574712644,0.258280251430882,212.215441047502,1.91112084937439e-46,56.02,0.96,0.18,55.98,0.9,20_4_21,AU,0,0,-1,1,5209194,2323470,7532664,0.6915473728816259,0.30845262711837407,44698,33959,22628,101285,0.4413091770745915,0.3352816310411216,0.2234091918842869
546,25758,57.6676321839081,0.081217987547246,710.035226499078,3.96764842627484e-61,58.97,0.77,0.14,58.99,1.73,20_4_21,AU,-1,0,-1,0,4883604,2697116,7580720,0.6442137422302895,0.3557862577697105,34859,46710,22600,104169,0.3346389040885484,0.4484059557065922,0.2169551402048594
547,22780,56.614275862069,0.203286261540291,278.495336738967,9.49889870043867e-50,58.56,1.23,0.23,58.84,0.82,14_7_21,AU,-1,NA,-1,NA,2244222,1133791,3378013,0.6643615640318732,0.3356384359681268,34754,40733,11955,87442,0.3974520253425127,0.4658287779328012,0.13671919672468608
548,23204,57.3229195402299,0.255665349645441,224.21074901126,4.10245566502049e-47,59.34,1.33,0.25,58.89,2.51,14_7_21,AU,0,NA,NA,1,3226454,1324036,4550490,0.7090344116787423,0.2909655883212577,37673,43352,15028,96053,0.392210550425286,0.45133415926623843,0.15645529030847552
549,21963,57.877816091954,0.0418301163163569,1383.63985541494,3.06171630136135e-69,58.85,0.56,0.1,58.89,0.76,14_7_21,AU,0,NA,NA,1,3218836,1864492,5083328,0.6332143037002531,0.36678569629974694,28583,44796,21727,95106,0.30053834668685464,0.47101129266292346,0.22845036065022187
550,20640,52.9965287356322,0.282139206107096,187.838228748384,5.80875074935785e-45,55.97,1.84,0.34,54.92,2.34,14_7_21,AU,0,-1,NA,1,3456622,2918287,6374909,0.5422229556531709,0.4577770443468291,26136,42681,29845,98662,0.26490442115505464,0.4325981634266486,0.30249741541829683
551,21472,55.1142068965517,0.382941870520555,143.923167298556,9.97923754537098e-42,55.16,1.01,0.19,54.77,1.44,14_7_21,AU,0,-1,-1,1,7405297,4059377,11464674,0.6459230327875001,0.35407696721249987,42102,39018,23248,104368,0.4033995094281772,0.3738502222903572,0.22275026828146557
552,22365,52.822,0.140973775886078,374.693801510191,2.34737444319841e-53,55.69,1.67,0.31,55.68,2.27,14_7_21,AU,1,-1,1,1,3389250,1999616,5388866,0.6289356610463129,0.3710643389536871,27090,33471,31527,92088,0.29417513682564506,0.36346755277560594,0.342357310398749
553,28077,56.8926666666667,0.0603535408065054,942.656651232206,1.4210601746883e-64,59.45,1.46,0.27,59.45,2.63,14_7_21,AU,-1,-1,-1,1,6997814,5525696,12523510,0.5587741775269074,0.4412258224730926,32235,44729,25285,102249,0.31525980694187716,0.4374517110191787,0.24728848203894416
554,24877,56.2111494252873,0.651140873352967,86.3271708560318,1.58681042187743e-35,57,1.77,0.33,57.64,3.23,14_7_21,AU,0,NA,NA,1,2937900,1191858,4129758,0.7113976170032239,0.2886023829967761,36848,31420,22640,90908,0.4053328639943679,0.3456241474897699,0.24904298851586218
555,22763,55.9794712643678,0.068467543154281,817.605958756644,7.64217814099199e-63,57.03,0.62,0.12,56.78,1.21,14_7_21,AU,1,NA,NA,0,4781383,4565869,9347252,0.5115282010156568,0.48847179898434323,26123,46385,32544,105052,0.24866732665727448,0.4415432357308761,0.30978943761184935
556,23698,58.8902528735632,0.500975423456917,117.551181387699,2.86050865640056e-39,62.61,2.49,0.46,61.41,3.99,15_7_21,AU,1,-1,NA,1,3907910,1921291,5829201,0.6704023415902111,0.32959765840978894,36676,48390,15157,100223,0.3659439450026441,0.4828233040320086,0.15123275096534727
557,21168,55.8099540229885,0.0472298210603173,1181.66769998373,2.53926843607107e-67,59.51,2.1,0.39,59.45,3.54,15_7_21,AU,0,-1,0,1,3119676,1810346,4930022,0.6327914966708059,0.3672085033291941,26826,43703,27559,98088,0.2734891118179594,0.4455488948699127,0.2809619933121279
558,22849,56.6686896551724,0.138472211589954,409.242323817148,1.98727954005588e-54,59.84,1.84,0.34,59.45,3.24,15_7_21,AU,-1,NA,0,1,3730269,2630952,6361221,0.5864077038040338,0.41359229619596616,28251,47299,26473,102023,0.2769081481626692,0.46361114650617996,0.2594807053311508
559,23146,57.1295172413793,0.265742654105094,214.980607587317,1.3303225082733e-46,61.72,2.7,0.5,62.61,5.05,15_7_21,AU,1,-1,NA,1,2383092,1671048,4054140,0.5878168982817564,0.41218310171824357,24914,33392,30892,89198,0.2793111953182807,0.37435816946568307,0.34633063521603624
560,24475,54.5355632183908,0.0651555235286769,837.005986060231,3.96334600181866e-63,57.61,1.75,0.33,57.49,2.94,15_7_21,AU,-1,-1,-1,NA,2946684,1233548,4180232,0.7049092012117988,0.2950907987882012,36875,40718,14907,92500,0.39864864864864863,0.4401945945945946,0.16115675675675675
561,24117,58.8758620689655,0.0550180036756185,1070.11992685327,4.07797292786376e-66,61.19,1.32,0.25,61.11,2.03,15_7_21,AU,0,NA,NA,NA,3230943,1114155,4345098,0.7435834588771071,0.25641654112289297,38697,37138,15137,90972,0.4253726421316449,0.408235501033285,0.16639185683507013
562,21243,54.3648965517241,0.556086716535033,97.7633432614087,4.92690344566987e-37,55.66,1.63,0.3,55.38,2.56,15_7_21,AU,1,NA,0,1,4644221,3108704,7752925,0.5990282377296311,0.4009717622703689,29454,56794,16716,102964,0.2860611475855639,0.5515908472864303,0.1623480051280059
563,21421,66.1959310344828,0.509093858535137,130.026968356983,1.70621882372369e-40,63.26,2.14,0.4,63.97,3.99,15_7_21,AU,0,-1,0,NA,2875350,1478744,4354094,0.6603784851682118,0.3396215148317882,33394,48969,14933,97296,0.34322068738694295,0.503299210656142,0.15348010195691497
564,23309,48.1204137931034,0.511055736190777,94.1588370610521,1.40622058750343e-36,53.94,3.57,0.66,55.53,5.35,15_7_21,AU,-1,NA,NA,1,2817071,2598733,5415804,0.5201574872355056,0.4798425127644944,33100,34933,29925,97958,0.3378999162906552,0.3566120173952102,0.3054880663141346
565,26767,57.9104597701149,0.0449927405973488,1287.10674213803,2.31947402769775e-68,61.59,2.09,0.39,61.71,3.25,15_7_21,AU,-1,-1,0,1,2093066,983458,3076524,0.6803346894092164,0.3196653105907836,34897,34293,16848,86038,0.40559985122852693,0.3985796973430345,0.1958204514284386
566,21777,61.5794712643678,0.0925011844217788,665.715489475066,2.41125319650095e-60,63.11,0.9,0.17,63.22,0.91,15_7_21,DB,1,NA,0,1,4077809,3445859,7523668,0.5419974671928639,0.4580025328071361,22597,50751,27382,100730,0.224332373672193,0.5038320262086766,0.2718356001191303
567,22970,64.8354252873563,0.104843125946616,618.404160520447,1.89949907119117e-59,67.51,1.54,0.29,67.29,2.63,15_7_21,DB,0,-1,0,1,2797442,2282328,5079770,0.5507024924356811,0.44929750756431885,32264,39311,24965,96540,0.3342034389890201,0.40719908846074165,0.25859747255023824
568,20942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,1,4005825,1739149,5744974,0.6972746961082853,0.30272530389171476,38308,43325,17976,99609,0.38458372235440574,0.4349506570691403,0.18046562057645393
569,21635,63.1860923076923,0.205872542310541,306.918502091365,1.20231012549586e-44,64.03,0.69,0.14,63.82,0.82,15_7_21,DB,0,NA,0,1,3535727,2409721,5945448,0.5946947984407567,0.4053052015592433,25315,58709,16917,100941,0.25079006548379745,0.5816169841788768,0.16759295033732577
570,19293,67.8802068965517,0.110068104669568,616.710963637765,2.05105477922717e-59,70.27,1.39,0.26,70.45,1.73,15_7_21,DB,0,1,-1,0,2950244,2270691,5220935,0.5650796265419892,0.4349203734580109,19349,43216,35722,98287,0.19686225034846927,0.439691922634733,0.36344582701679773
571,23483,66.5717471264368,0.0629809665252052,1057.01374239461,5.75826494089465e-66,67.21,0.4,0.07,67.14,0.83,15_7_21,DB,NA,0,NA,1,3077230,1724074,4801304,0.6409154679645364,0.3590845320354637,30346,37828,20465,88639,0.3423549453400873,0.42676474238202144,0.23088031227789121
572,21281,64.1602298850575,0.170303021853673,376.74158207354,2.0151979813076e-53,64.63,0.52,0.1,64.42,0.52,15_7_21,DB,1,NA,0,1,3521221,2008967,5530188,0.6367271781718813,0.3632728218281187,31153,38667,27770,97590,0.31922328107388054,0.3962188748847218,0.28455784404139767
573,24977,64.7864367816092,0.0987675202734058,655.94880384026,3.64716799184025e-60,66.22,0.86,0.16,66.23,0.9,15_7_21,DB,-1,NA,NA,0,4518662,2725160,7243822,0.6237952837604237,0.3762047162395763,31075,47134,24135,102344,0.3036328460877042,0.4605448292034707,0.23582232470882514
574,23996,61.6306436781609,0.300238931870599,205.271992190284,4.84798035107081e-46,64.21,1.66,0.31,63.67,3.17,15_7_21,DB,0,NA,1,1,3757179,1597506,5354685,0.7016620025267593,0.29833799747324075,37337,45381,14964,97682,0.38223009356892773,0.4645789398251469,0.15319096660592535
575,22225,58.8185057471264,0.0830261244104328,708.433714867407,4.22659449410411e-61,62.24,1.96,0.36,62.46,3.77,15_7_21,DB,-1,-1,0,1,4044610,2499065,6543675,0.6180945722396054,0.3819054277603946,40868,37486,22022,100376,0.4071491193113892,0.3734558061688053,0.21939507451980553
576,22587,55.8242298850574,0.71443210022082,78.1379082320112,2.55666768133513e-34,61.72,3.84,0.71,59.75,4.9,16_7_21,AU,NA,NA,NA,1,1393141,905736,2298877,0.6060093689223043,0.3939906310776958,22008,39997,9859,71864,0.3062451296894133,0.5565651786708227,0.137189691639764
577,22514,54.7572222222222,0.959032413840716,57.0963206581636,7.41092798296554e-29,63.79,5.67,1.09,60.5,8.74,16_7_21,AU,0,-1,NA,1,4771589,3385983,8157572,0.5849275985550603,0.41507240144493973,35319,43054,18870,97243,0.3632035210760672,0.4427465216005265,0.19404995732340632
578,24054,53.753,0.686397370308597,78.311780209521,1.99643840863076e-29,54.17,1.65,0.34,53.57,3.62,16_7_21,AU,NA,NA,NA,NA,1199881,862819,2062700,0.5817040771803946,0.41829592281960537,20237,29030,14386,63653,0.3179268848286805,0.45606648547593986,0.22600662969537963
579,21526,56.1042298850575,0.199840316088393,280.745301965203,7.58331611491286e-50,58.8,1.62,0.3,58.39,2.04,16_7_21,AU,-1,-1,0,1,3597529,2959147,6556676,0.5486818320746671,0.4513181679253329,36786,39318,24904,101008,0.3641889751306827,0.3892562965309678,0.24655472833834943
580,21534,59.4721379310345,0.213091225769983,279.092382692614,8.94624438174731e-50,64.26,2.78,0.52,63.67,4.59,16_7_21,AU,1,-1,0,1,6030639,3235126,9265765,0.6508517105711186,0.3491482894288815,32671,42712,24194,99577,0.32809785392209045,0.4289343924801912,0.24296775359771836
581,19835,56.2169195402299,0.0927683269867743,605.992598618756,3.35091645464723e-59,58.96,1.58,0.29,58.69,2.34,16_7_21,AU,0,-1,-1,1,6423578,6672397,13095975,0.49050017276300545,0.5094998272369946,28269,41500,36650,106419,0.26563865475150117,0.38996795684981067,0.3443933883986882
582,21764,62.6779770114943,0.391439109359047,160.121907885303,5.0542919259484e-43,63.59,1.15,0.21,63.82,1.51,16_7_21,AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
